,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts
ADGRE5,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.009000062942504883,1,OPTIMAL,0.004000186920166016,16,CUT_LIMIT,0.03799939155578613,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,3,OPTIMAL,0.009999990463256836,1,OPTIMAL,0.0,16,CUT_LIMIT,0.6049973964691162,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.0039997100830078125,15,CUT_LIMIT,0.023999929428100586,100,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.002000093460083008,3,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,15,CUT_LIMIT,0.5750024318695068,1000,OPTIMAL,0.0,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.004000186920166016,15,TOTAL_TIME_LIMIT,30.003005027770996,9063
ADGRG2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.016000032424926758,19,CUT_LIMIT,0.04499959945678711,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0,0,OPTIMAL,0.011999845504760742,19,CUT_LIMIT,0.5880005359649658,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.007999897003173828,2,OPTIMAL,0.014999866485595703,17,OPTIMAL,0.0280001163482666,60,OPTIMAL,0.009000301361083984,2,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.014000177383422852,17,OPTIMAL,0.027999162673950195,60,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.006999969482421875,3,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.01699995994567871,17,OPTIMAL,0.030000686645507812,60
ADGRL2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.010999679565429688,2,OPTIMAL,0.017999887466430664,16,OPTIMAL,0.015999794006347656,40,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.014999866485595703,40,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
ADGRL4,OPTIMAL,0.010999917984008789,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.023000001907348633,5,OPTIMAL,0.009000062942504883,14,OPTIMAL,0.020999670028686523,67,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.024000167846679688,5,OPTIMAL,0.02499985694885254,14,OPTIMAL,0.026999473571777344,67,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,0.015000104904174805,100,OPTIMAL,0.019999980926513672,41,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,0,CUT_LIMIT,0.046000003814697266,1000,OPTIMAL,0.023000001907348633,41,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,1.6399946212768555,10000,OPTIMAL,0.023999929428100586,41
ADH5,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0060002803802490234,1,OPTIMAL,0.015000343322753906,3,OPTIMAL,0.01100015640258789,16,CUT_LIMIT,0.02599930763244629,100,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.014000177383422852,3,OPTIMAL,0.010999917984008789,16,CUT_LIMIT,0.45200157165527344,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00599980354309082,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0039997100830078125,15,CUT_LIMIT,0.028999805450439453,100,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.0,0,OPTIMAL,0.0070002079010009766,15,CUT_LIMIT,0.5150008201599121,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00599980354309082,3,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.0019998550415039062,15,TOTAL_TIME_LIMIT,30.002012252807617,9252
ADI1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0,0,OPTIMAL,0.008999824523925781,1,OPTIMAL,0.01600027084350586,16,CUT_LIMIT,0.03399968147277832,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.015000343322753906,16,OPTIMAL,0.03800082206726074,111,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.017999887466430664,4,OPTIMAL,0.005000114440917969,15,CUT_LIMIT,0.03500008583068848,100,OPTIMAL,0.01600027084350586,4,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.007999897003173828,15,CUT_LIMIT,0.48200178146362305,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.020999670028686523,4,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,28.980998754501343,10000
ADIPOR1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.009999990463256836,1,OPTIMAL,0.009000301361083984,16,OPTIMAL,0.01699972152709961,71,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.007999897003173828,1,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.019999980926513672,71,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.00800013542175293,68,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.016000032424926758,68,OPTIMAL,0.0,0,OPTIMAL,0.00599980354309082,2,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.004000186920166016,15,OPTIMAL,0.009000301361083984,68
ADIPOR2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.011999845504760742,15,CUT_LIMIT,0.029000520706176758,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.010000228881835938,15,CUT_LIMIT,0.5030014514923096,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.005000114440917969,15,OPTIMAL,0.021000146865844727,77,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.00500035285949707,15,OPTIMAL,0.05299949645996094,77,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,2,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.024000167846679688,77
ADK,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.009999990463256836,15,CUT_LIMIT,0.023000478744506836,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.012000322341918945,15,CUT_LIMIT,0.5629990100860596,1000,OPTIMAL,0.0,0,OPTIMAL,0.0,1,OPTIMAL,0.00599980354309082,0,OPTIMAL,0.004999637603759766,15,CUT_LIMIT,0.03000044822692871,100,OPTIMAL,0.0,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004000186920166016,15,CUT_LIMIT,0.43200039863586426,1000,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.005000114440917969,15,TOTAL_TIME_LIMIT,30.001020193099976,9940
ADM,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.031999826431274414,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.011999845504760742,16,CUT_LIMIT,0.03799915313720703,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.009999990463256836,1,OPTIMAL,0.012000083923339844,16,CUT_LIMIT,0.8050010204315186,1000,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0029997825622558594,15,CUT_LIMIT,0.029000520706176758,100,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.0,0,OPTIMAL,0.0070002079010009766,15,OPTIMAL,0.037999629974365234,107,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.03900027275085449,107
ADM5,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.013000249862670898,2,OPTIMAL,0.029000043869018555,6,OPTIMAL,0.0039997100830078125,21,CUT_LIMIT,0.07600021362304688,100,OPTIMAL,0.0,0,OPTIMAL,0.0,2,OPTIMAL,0.032000064849853516,6,OPTIMAL,0.003000020980834961,21,OPTIMAL,0.11699962615966797,133,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,INFEASIBLE,0.0,0,OPTIMAL,0.010999679565429688,17,OPTIMAL,0.02200007438659668,38,INFEASIBLE,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.03500008583068848,17,OPTIMAL,0.013000249862670898,38,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.006000041961669922,1,INFEASIBLE,0.0,0,OPTIMAL,0.011999368667602539,17,OPTIMAL,0.014999866485595703,38
ADNP,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.004999876022338867,15,CUT_LIMIT,0.023999691009521484,100,OPTIMAL,0.0,0,OPTIMAL,0.0,3,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.0019998550415039062,15,CUT_LIMIT,0.4550013542175293,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,2,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.004000186920166016,15,OPTIMAL,0.015999794006347656,80,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.01100015640258789,80,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.021999597549438477,80
ADNP2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.009000062942504883,2,OPTIMAL,0.015000104904174805,15,OPTIMAL,0.025000333786010742,76,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.017000198364257812,15,OPTIMAL,0.020999908447265625,76,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0,3,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.020999908447265625,77,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.0,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.023999929428100586,77,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0019998550415039062,15,OPTIMAL,0.019999980926513672,77
ADO,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0070002079010009766,1,OPTIMAL,0.011000394821166992,2,OPTIMAL,0.011999845504760742,15,OPTIMAL,0.026000261306762695,75,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01399993896484375,2,OPTIMAL,0.01999974250793457,15,OPTIMAL,0.018000125885009766,75,OPTIMAL,0.003000020980834961,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.014000177383422852,18,OPTIMAL,0.009999990463256836,28,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.019999980926513672,18,OPTIMAL,0.015000343322753906,28,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.013000011444091797,18,OPTIMAL,0.01399993896484375,28
ADORA2B,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.006999969482421875,2,OPTIMAL,0.011999845504760742,16,OPTIMAL,0.020000696182250977,50,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.00899958610534668,2,OPTIMAL,0.009999990463256836,16,OPTIMAL,0.017000198364257812,50,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0069997310638427734,3,OPTIMAL,0.02700018882751465,7,OPTIMAL,0.004000186920166016,15,OPTIMAL,0.014999866485595703,72,OPTIMAL,0.023999929428100586,7,OPTIMAL,0.0069997310638427734,3,OPTIMAL,0.0,0,OPTIMAL,0.005999565124511719,15,OPTIMAL,0.012000560760498047,72,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0070002079010009766,3,OPTIMAL,0.026999950408935547,7,OPTIMAL,0.002000093460083008,15,OPTIMAL,0.029999971389770508,72
ADPGK,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.010000228881835938,15,OPTIMAL,0.026000499725341797,85,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.017000198364257812,15,OPTIMAL,0.02500009536743164,85,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.011999845504760742,3,OPTIMAL,0.01600027084350586,16,OPTIMAL,0.029999732971191406,35,OPTIMAL,0.009000062942504883,3,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.01300048828125,16,OPTIMAL,0.01199960708618164,35,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.009999990463256836,3,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.02500009536743164,35
ADRA1B,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01399993896484375,2,OPTIMAL,0.012000322341918945,14,OPTIMAL,0.01600027084350586,38,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.013999700546264648,14,OPTIMAL,0.01199960708618164,38,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.016000032424926758,17,OPTIMAL,0.011999845504760742,29,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.014999866485595703,17,OPTIMAL,0.021999835968017578,29,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.020000219345092773,17,OPTIMAL,0.02599930763244629,29
ADRB1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.014000177383422852,2,OPTIMAL,0.009999990463256836,18,CUT_LIMIT,0.03599953651428223,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.012000083923339844,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.011999845504760742,18,CUT_LIMIT,0.5039987564086914,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.04199981689453125,9,OPTIMAL,0.008999824523925781,16,OPTIMAL,0.016000032424926758,59,OPTIMAL,0.04900002479553223,9,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.006999969482421875,16,OPTIMAL,0.016000032424926758,59,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0070002079010009766,2,OPTIMAL,0.04199957847595215,9,OPTIMAL,0.013000249862670898,16,OPTIMAL,0.029999732971191406,59
ADRB2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.012999773025512695,16,CUT_LIMIT,0.032000064849853516,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.00599980354309082,2,OPTIMAL,0.016000032424926758,16,CUT_LIMIT,0.5750002861022949,1000,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
ADRM1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.01900005340576172,15,CUT_LIMIT,0.0279998779296875,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.01100015640258789,2,OPTIMAL,0.00800013542175293,15,CUT_LIMIT,0.6550021171569824,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.009000301361083984,3,OPTIMAL,0.007999897003173828,15,CUT_LIMIT,0.023000001907348633,100,OPTIMAL,0.009999752044677734,3,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.006000041961669922,15,CUT_LIMIT,0.46700239181518555,1000,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.01100015640258789,3,OPTIMAL,0.005000114440917969,15,TOTAL_TIME_LIMIT,30.007997751235962,9248
ADSL,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.00800013542175293,16,CUT_LIMIT,0.031999826431274414,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.0,1,OPTIMAL,0.014999866485595703,16,CUT_LIMIT,0.535999059677124,1000,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.00599980354309082,15,CUT_LIMIT,0.04000043869018555,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,15,CUT_LIMIT,0.5359997749328613,1000,OPTIMAL,0.0,0,OPTIMAL,0.0039997100830078125,2,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.010000228881835938,15,CUT_LIMIT,28.765005588531494,10000
AEBP1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.00800013542175293,17,CUT_LIMIT,0.030000686645507812,100,OPTIMAL,0.0,0,OPTIMAL,0.0,2,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.004999876022338867,17,CUT_LIMIT,0.67600417137146,1000,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.012999773025512695,18,OPTIMAL,0.01900005340576172,67,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,0,OPTIMAL,0.015000104904174805,18,OPTIMAL,0.09400010108947754,67,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.01699995994567871,18,OPTIMAL,0.028000354766845703,67
AEBP2,OPTIMAL,0.0,0,OPTIMAL,0.004999876022338867,4,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.005000114440917969,14,OPTIMAL,0.03300046920776367,64,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,4,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,14,OPTIMAL,0.015000104904174805,64,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,4,OPTIMAL,0.0,1,OPTIMAL,0.018999814987182617,15,CUT_LIMIT,0.03299975395202637,100,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.0009999275207519531,4,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,15,CUT_LIMIT,0.4680018424987793,1000,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,4,OPTIMAL,0.0039997100830078125,1,OPTIMAL,0.002000093460083008,15,TOTAL_TIME_LIMIT,30.00499677658081,9265
AEN,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.009999752044677734,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.01600027084350586,16,OPTIMAL,0.029000043869018555,85,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.01600027084350586,16,OPTIMAL,0.009000062942504883,85,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,3,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.02200031280517578,77,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0030002593994140625,3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.01600027084350586,77,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.03300023078918457,77
AFAP1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01100015640258789,2,OPTIMAL,0.010999917984008789,15,CUT_LIMIT,0.01900029182434082,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.015000104904174805,2,OPTIMAL,0.010999917984008789,15,CUT_LIMIT,0.7030007839202881,1000,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.012999773025512695,16,OPTIMAL,0.024999618530273438,55,OPTIMAL,0.0070002079010009766,1,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.010000228881835938,16,OPTIMAL,0.028999805450439453,55,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,2,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.01600027084350586,16,OPTIMAL,0.03299999237060547,55
AFAP1L1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.01399993896484375,3,OPTIMAL,0.014999628067016602,15,CUT_LIMIT,0.02700018882751465,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.014999628067016602,3,OPTIMAL,0.009999990463256836,15,CUT_LIMIT,0.5280020236968994,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,OPTIMAL,0.019999980926513672,17,CUT_LIMIT,0.029000282287597656,100,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01600027084350586,17,CUT_LIMIT,0.5429999828338623,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,OPTIMAL,0.014999628067016602,17,TOTAL_TIME_LIMIT,30.005016803741455,9298
